,celltype,major_celltype,label,Neurons_In,Neurons_Ex,Oligo_2_3_2,Oligo_2_3_1,Oligo_2_2,Oligo_2_1,OPC,AstroSERPINI2,AstroPLCG1,AstroAQP1,TC_prolif,TC_OPC,TC_oligo,TC_NPC,TC_AC,TC_mesnh,TC_mesh,Mg_prolif,Mg_1_3,Mg_1_1,Granulocyte,Monocyte_Nc,Monocyte,Mac_prolif,Mac_5_1_3,Mac_5_1_2,DC_mig,DC,NKT,Treg,Tcell_prolif,CD8_TRM,CD8,CD4,Bcell_plasma,Bcell,gbmFib_6,gbmFib_5,gbmFib_4,Fibroblast,FBMC,gbmEndoPeri_2,gbmEndoPeri_1,gbmPeri,Pericyte,SMC,gbmEndo_9_4,gbmEndo_9_3,gbmEndo_9_1a,gbmEndo_9_1,Endo_cap,Venule,Venous,Art3,Art2,Art1
CD24,TC_NPC,Neoplastic,,0.711351334240276,-0.322999975492827,-0.27522134383127,-0.316010889873676,-0.304888845342167,-0.316628391791697,-0.333296779759048,-0.333296779759048,-0.333296779759048,-0.226732656768702,1.62765289524342,0.971833535705243,1.94608581950203,5.75928668697757,-0.0721039403517305,-0.258760304093462,-0.154367957018382,-0.225735211560161,-0.298755324554832,-0.264790926027026,-0.333296779759048,-0.333296779759048,-0.317614378840007,-0.333296779759048,-0.277091062373799,-0.283404103433737,-0.169328673957759,-0.266273653804757,-0.306788436089866,-0.28787002023718,-0.228251959466451,-0.316142330021406,-0.333296779759048,-0.280418329003639,-0.276713447642675,3.11743434144188,-0.333296779759048,-0.311106703567517,-0.213318016601846,-0.319769324250984,-0.32208392465031,-0.0154296044129683,-0.285808650365056,-0.285185031566371,-0.333296779759048,-0.333296779759048,-0.299327160285737,-0.316040384281022,-0.333296779759048,-0.151304721145136,-0.26053095033972,-0.333296779759048,-0.333296779759048,-0.333296779759048,-0.307396283680829,-0.333296779759048
FXYD6,TC_NPC,Neoplastic,,-0.661862305317967,-0.661862305317967,-0.504212413699401,-0.53266312600965,-0.421260219217892,-0.357157516367101,-0.661862305317967,-0.661862305317967,-0.661862305317967,-0.661862305317967,2.12186652902227,2.9271345869627,2.59303034424469,3.3871004005005,1.95594664526831,0.662000737037409,0.192683551451615,-0.492304787845193,-0.598625726879013,-0.544340845166552,-0.646359902230442,-0.551411651900337,-0.422741399655443,-0.526760034405828,-0.517153584559464,-0.373940068916462,-0.504272172494474,-0.618010359237988,-0.639261350801111,-0.645556740535711,-0.593002008181265,-0.64802586923196,-0.653042477902849,-0.64776836213118,-0.626041242388934,-0.615309259417486,0.468472979176847,-0.0439554313459558,0.413958978879159,-0.0421494180258757,-0.623449213451335,1.54107440806032,1.71140024474282,1.08567156508243,0.722211019198869,-0.581736200050044,-0.338081521558248,0.455939474296827,-0.343418199549532,-0.521596858664685,-0.384627763252819,-0.567774553650213,-0.447361677846456,0.313862458790845,0.100601911847874,-0.108410046084768
NSG2,TC_NPC,Neoplastic,,-0.237526697541268,-0.237526697541268,-0.229626593579284,-0.195368901138759,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,0.353412768020969,3.27346555801272,1.20191174240324,6.31534147376307,0.431857626175932,-0.237526697541268,-0.155305082975737,-0.237526697541268,-0.237526697541268,-0.230513761934965,-0.237526697541268,-0.237526697541268,-0.218301471429723,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.221397518969877,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.22551538345352,-0.223538350743725,-0.210809917958692,-0.237526697541268,-0.183045900384866,-0.237526697541268,-0.227486865336484,-0.187373761567184,-0.218159997628789,-0.237526697541268,-0.237526697541268,-0.237526697541268,-0.217861347689297,-0.210929935625016,-0.193780422266672,-0.192452176162334,-0.19614076066918,-0.237526697541268,-0.237526697541268
SCG3,TC_NPC,Neoplastic,,1.83577350194954,1.31100913740211,-0.0294668352263685,-0.117812585446188,-0.376307212126293,-0.382862861709935,0.977078946302554,1.24248806978082,0.961270607199938,0.250350889857917,1.00025831660815,2.919421925348,1.7108832742527,3.84559976352521,3.20420562367591,0.0786534345246809,-0.243649705307619,-0.453719143610169,-0.477716538324702,-0.470021319139414,-0.493793573071765,-0.505744920409081,-0.487563317441483,-0.463977307126846,-0.489134223113452,-0.494509264571717,-0.505744920409081,-0.493826023825046,-0.488533272972488,-0.488291908648531,-0.470561981778416,-0.480679471967185,-0.496196206478846,-0.500656908144287,-0.505744920409081,-0.487018192101974,-0.479440336416578,-0.43121621205659,-0.482336031933569,-0.48564833728669,-0.49397080300946,-0.408549991495114,-0.369440947575626,-0.42491031114196,-0.39536257072145,-0.47213704021132,-0.472512700841931,-0.445899601043901,-0.293110429840416,-0.466900228237875,-0.463598772150448,-0.494274239338531,-0.414517203908053,-0.452038143663189,-0.505744920409081,-0.481852055785778
SOX11,TC_NPC,Neoplastic,,0.688044830633693,0.239427554764302,-0.481991718403506,-0.468597150228,-0.512152676256304,-0.523106997273017,0.592319375616909,-0.543732730323404,-0.543732730323404,-0.211634443146027,3.36517214262375,1.57221902239382,2.7932892970654,3.98410921734738,0.375818640953464,0.310935772870374,0.53042002341352,-0.466911640164774,-0.50972685426643,-0.520770000334754,-0.543732730323404,-0.543732730323404,-0.505209253369847,-0.470103150131718,-0.534797397440127,-0.501243585793864,-0.543732730323404,-0.543732730323404,-0.535739860850983,-0.468646119847007,-0.543732730323404,-0.543732730323404,-0.543732730323404,-0.523616265301547,-0.543732730323404,-0.543732730323404,-0.31764735775707,-0.127722246615374,-0.509702627212472,-0.335761189177308,0.769521377100345,2.23539556716786,0.133659931799418,-0.0522830712952167,-0.543732730323404,-0.206071997852211,-0.128248248435482,0.254288294918887,-0.403007511662497,1.02594297117783,-0.337309401558849,-0.518839570298104,-0.543732730323404,-0.543732730323404,-0.543732730323404,-0.543732730323404
SOX2,TC_NPC,Neoplastic,SOX2,-0.484124042731857,-0.484124042731857,0.822884903321908,0.887598896164814,0.422264248163582,0.379395136240093,-0.484124042731857,-0.484124042731857,-0.484124042731857,-0.484124042731857,2.71100455116462,2.22475776995522,2.72346920457374,2.82040028869665,2.709878650388,1.82589840977784,2.42583116158313,-0.402969629965536,-0.468313051917837,-0.454253351358971,-0.459750852398582,-0.484124042731857,-0.446149047722356,-0.484124042731857,-0.409975404295457,-0.407333616814179,-0.484124042731857,-0.448255222951218,-0.460474503296183,-0.453564025305922,-0.378795391438927,-0.455752559556992,-0.463968924130547,-0.464379452844137,-0.484124042731857,-0.449033434010521,-0.334547151064279,-0.213824300265317,-0.461383977447812,-0.484124042731857,-0.484124042731857,-0.370041181121879,-0.380147524241839,-0.392550617508849,-0.474706720102979,-0.480507625080998,-0.461466523110067,-0.350755894346435,-0.36755589346798,-0.43398704709986,-0.411936716955664,-0.484124042731857,-0.451018896498567,-0.484124042731857,-0.484124042731857,-0.484124042731857
TUBB2B,TC_NPC,Neoplastic,,0.58325435936622,-0.451953149116614,1.80139242825069,1.25869183955589,-0.436114262227942,-0.387663739484325,0.00168733887893775,0.759242069176549,1.0111703553558,0.134418630679726,2.91985526829136,2.02764039322807,2.29631049013242,3.01183556893787,2.22092474173611,1.34916819381435,1.56232009097251,-0.598531710353505,-0.635836609454653,-0.609207701216295,-0.664769320289002,-0.678907259365177,-0.639266182943212,-0.571912137385495,-0.535957811368775,-0.559223469467138,-0.055483566057095,-0.611677092567635,-0.637606561795917,-0.609222773703539,-0.528881435999127,-0.64242141921536,-0.651712448088074,-0.621861324667793,-0.549550169480436,-0.630523997955559,-0.369043204189802,-0.0955028996192267,-0.584642212701129,-0.558313287956321,-0.602522650682345,0.0664173515940082,-0.180477499125278,-0.210950736448128,-0.440694837912694,-0.555899264369102,-0.592101752498741,0.0790721240664984,-0.486369253912674,-0.475672559652041,-0.543840799100662,-0.617611664224605,-0.577962169074357,-0.63500554594259,-0.665538890710018,-0.582967873714624
ALDOC,TC_AC,Neoplastic,,1.88340284875458,0.921202205127833,0.0930364164544867,2.11195079603266,0.529499931642528,0.960972552768748,-0.165158222229415,1.20001875980295,1.50723279700808,1.77155933212238,-0.0638691650927464,2.77264235270898,0.389352391746124,1.23597183948857,3.99857881942055,-0.221117984356877,-0.0651252812792419,-0.595487033204543,-0.714403189246622,-0.651393608283659,-0.758922974730844,-0.695384613115063,-0.658332918371526,0.283732751539161,0.55027273129255,-0.60388887481395,-0.197151854257747,-0.545520021835268,-0.549655152954614,-0.452487379677057,-0.501668529257087,-0.582911452260464,-0.629960238918355,-0.606087140905985,-0.627133393661614,-0.617164920247935,-0.468217654178377,0.0671463061628724,-0.496221581528245,-0.722650334696387,-0.623399965735192,0.126365841143917,0.126855636680121,-0.443608500919622,-0.5956939529216,-0.656322730119887,-0.563337298596233,-0.371059787309369,-0.632482096967245,-0.450491623088263,-0.60225865449398,-0.692171225221792,-0.675555227163515,-0.721379138920587,-0.605212664031562,-0.706907925304639
ATP1B2,TC_AC,Neoplastic,,1.20206613278618,0.0887057030093509,-0.692064337712748,-0.723528033840673,-0.730898658644273,-0.720307426213437,0.146643104028809,1.41177871540757,2.29535253179196,0.941579532964123,0.579505379655866,1.78972759381499,0.628346499882604,0.905599975257298,3.11774913675859,1.17696856734146,0.160125358581306,-0.703928426630071,-0.768757158278159,-0.764092925867219,-0.750590117025499,-0.79401151649823,-0.744373647269645,-0.722389131076784,-0.709458209407799,-0.742813800443874,-0.79401151649823,-0.742476175747376,-0.723916724839987,-0.736153910846297,-0.675481370371781,-0.738477365796817,-0.722810524764315,-0.713417521676794,-0.664031872811029,-0.748921500257334,0.62929821888844,-0.214596421032078,0.128418816346535,1.12874226088361,0.675809927427627,1.21594882208999,1.90750222227764,0.762563662734551,2.16512737218049,0.422689792765709,-0.564763330909003,-0.194993835843732,-0.79401151649823,-0.663302361705701,-0.686074871868019,-0.740379355928883,-0.729772138781977,-0.64195424676319,-0.726273939726215,-0.697215435299315
ID4,TC_AC,Neoplastic,,-0.530334494269821,-0.432316008476138,-0.379838367451671,-0.575415567570617,-0.598235639589114,-0.620030989008026,-0.663553707627071,2.39052992584714,1.68679848474455,1.88282340947735,0.691325002584655,-0.050424890450053,0.173428953012469,0.266133357472988,3.2083061099214,0.830254790914868,0.106135570654621,-0.584302152296015,-0.651936403547941,-0.61526264474119,-0.637761035559616,-0.663553707627071,-0.627270881606598,-0.614219736418044,-0.600633463687851,-0.631691558467416,-0.663553707627071,-0.6335896707939,-0.64760721184781,-0.610151039091724,-0.619870606266505,-0.64352019070028,-0.646526600838148,-0.640129854088239,-0.610020536037994,-0.637738663892013,-0.381308179682235,-0.219315628476649,1.5690498113045,0.874618434446722,2.53249230392452,-0.505263477673805,-0.461524414571524,-0.233059759311298,-0.0194876403516007,2.49020439365372,-0.621148447468295,-0.316529824731247,-0.372265584017064,-0.607105544341598,-0.602886679265195,-0.509959005193517,-0.494224246266569,0.924188757091315,0.0111913708487754,1.53608708502894
CHI3L1,TC_mesnh,Neoplastic,CHI3L1,-0.592120566750746,-0.55552183939145,0.162503783753598,-0.492901485811772,-0.49849465676747,-0.50930010826244,-0.601530418736576,-0.601530418736576,0.16691312226035,-0.104284643587644,0.476640997916731,-0.538743671357681,-0.585068255521018,-0.480828447801671,-0.43287944482684,5.75180289633181,0.0793390141905549,1.01687541156213,-0.217036591341521,0.0298430022928582,-0.419194922626575,-0.601530418736576,-0.0900645730275422,1.61372942911816,0.798981892282169,0.222914133578118,-0.601530418736576,0.0348904198449447,-0.215049993127492,0.0512776982307806,0.110980906735885,-0.140971714755882,-0.310242142955129,0.0947290941744342,-0.0389956861595071,0.271999171421767,1.21230772826401,2.52442072999325,-0.536881122241293,-0.601530418736576,-0.601530418736576,0.20797380152535,-0.0693838155379569,0.359734259098183,-0.601530418736576,-0.601530418736576,-0.322100394336678,0.896974634975474,-0.398343489383014,-0.348520668566881,-0.368008449836875,-0.601530418736576,-0.601530418736576,-0.601530418736576,-0.601530418736576,-0.601530418736576
METTL7B,TC_mesnh,Neoplastic,METTL7B,-0.320768705652508,-0.13759720670055,-0.154555150105966,-0.30511057853857,-0.268173737912573,-0.318183308876559,-0.330922444045431,-0.166912084374554,-0.330922444045431,-0.330922444045431,1.61932248667615,-0.11953232528598,-0.172933372423307,-0.263579884151,-0.059235568783523,6.90261086060311,-0.330922444045431,0.801375627787294,-0.239651346810252,-0.0514996880789007,-0.278435965535192,-0.176406434839026,-0.268109207911146,0.583118258235347,0.089390802800122,0.135453234920347,-0.330922444045431,0.0316935498180781,-0.318349693545096,-0.234174403252163,0.0611114667418943,-0.30372598868105,-0.317807867488797,-0.279966424308175,-0.330922444045431,-0.231376550623935,-0.186811872793227,-0.173293311277591,0.853516192254155,-0.104125881274455,-0.199511234270441,-0.243482468515362,-0.0633752602840621,-0.093609916415478,-0.116150413545848,-0.24585032520098,-0.0506847908514511,-0.169447016785803,-0.330922444045431,-0.289002616647509,-0.297567602416947,-0.330922444045431,-0.330922444045431,-0.280725851116337,-0.330922444045431,-0.268643984107877
HILPDA,TC_mesh,Neoplastic,,-0.619021559464799,-0.619021559464799,-0.275235624573969,-0.416074962073057,-0.460641676393461,-0.457377413155407,-0.619021559464799,-0.619021559464799,-0.619021559464799,-0.619021559464799,1.03334448008525,-0.198140608271289,-0.0817128888778913,-0.0715660047151686,-0.224768737456824,0.0387619642802638,5.7831518385872,-0.353139066606777,-0.519284181942344,-0.503648987550874,-0.589587805871435,-0.554783281020392,-0.51826664363455,0.808131688478717,1.70278254841016,-0.440734807004083,-0.221952405329361,-0.285427350767741,-0.550934624733801,-0.29611758535928,-0.137653310657845,-0.576759332107416,-0.57748853168812,-0.570588249187627,-0.332954642474655,-0.456379365734124,1.12838734052242,1.52481497259034,1.60696968504367,-0.485236557702318,-0.4237569276994,0.618853633562603,1.20142843287034,0.0132186626252826,-0.551409312646882,-0.527986334041889,-0.115664874162753,0.809617080496405,0.261741067053375,0.0051133145090916,0.204217584999821,-0.410160181205559,0.0832411336259682,-0.29615362467285,-0.317537294330071,-0.310522877302888
NRN1,TC_mesh,Neoplastic,,-0.446729400900311,2.84499300083831,-0.603732193870606,-0.684976855997312,-0.702275791917638,-0.675410461117585,-0.362550258236307,-0.46274858692302,-0.475796639109401,-0.516493818610066,0.295165983480052,-0.229824716698446,-0.119130711625634,-0.0255061652725184,-0.217202966613937,0.212017074125013,3.63582175662457,-0.667442481619498,-0.695615652187483,-0.668254941440637,-0.681759509191895,-0.702275791917638,-0.678140209760653,-0.571373490633316,-0.52139924410548,-0.666894954432782,-0.702275791917638,-0.605327584208276,-0.677365271201005,-0.669883787480816,-0.628412375004784,-0.655433486630778,-0.65403758493835,-0.666844519691511,-0.657078423018287,-0.657348416308558,-0.538464629987018,-0.135059562780476,-0.578849255328541,-0.386538355277186,-0.145214264691917,0.914653416267293,1.69615595105372,-0.305261604187107,-0.48390897665211,0.825414737364352,-0.00351737989939365,0.309726548292846,1.89369579750816,0.830801447633327,0.896710473878292,0.459540568625284,0.365370435501213,2.68290075813468,0.760745465874875,1.90264269618392
PLOD2,TC_mesh,Neoplastic,,0.120912433548119,-0.462331823149359,-0.599653365571555,-0.694378573039653,-0.78693136153867,-0.837237646987287,0.80069682438579,1.96773823212644,1.78172415555869,0.94832458912118,0.60860682485847,-0.223967650804207,-0.225681582029059,-0.621618119199778,0.219709543149973,0.197312379933753,3.38405835138684,-0.831246788433087,-0.959158731793284,-0.944475273037824,-0.967527778285274,-0.988542176656957,-0.962044858686277,-0.195520849620677,0.0448864026803187,-0.880686046755919,-0.988542176656957,-0.959655406535128,-0.958524875362765,-0.947031289871168,-0.841851868793125,-0.955986340557335,-0.96119149071522,-0.977906424633921,-0.988542176656957,-0.944656202868666,0.642775104744157,2.70639576235136,1.13790879890904,0.877036137078591,0.386225307307821,1.55350429066163,-0.0033535641512678,0.0676554706691283,0.0777418264325534,0.261316791399383,-0.346857795160125,1.12641470121194,0.123534753623844,0.65214704136939,-0.533329268888993,-0.0919576530036657,1.25579008083929,0.397438723056672,0.0628472135297783,0.277687419510004
VEGFA,TC_mesh,Neoplastic,,-0.41282569809753,-0.173459034371301,-0.548397387431543,-0.859317999947823,-0.899781662698219,-0.906801179145841,0.527303194882808,0.644652573205128,0.994233706944215,0.822617573176126,0.87123492738782,-0.203372626265218,0.209640526712796,-0.472249078911185,-0.252787178739798,1.02213436721534,4.97895070962451,0.31535202560447,-0.800316795992149,-0.00926231675076473,-0.840769360439171,-0.818605623729754,0.793584819170072,1.34324011323829,2.01183347107205,1.35669376797321,0.246510673800598,1.2937074362001,-0.734528790387794,-0.773979402230046,-0.566220970951584,-0.819628667730914,-0.900690542580823,-0.774885851086428,-0.144789422125816,-0.761793553662141,-0.00867027367203093,1.06908302864553,0.691326620003156,-0.106452175961277,-0.299533933655229,0.498511214949458,-0.469991818449863,-0.236277238132097,-0.599674866021588,-0.499916153670143,0.180083406339772,0.246712216576259,-0.489719147514887,-0.503320215835731,-0.677193441447655,-0.88344748071345,-0.71062461354613,-0.695127379709214,-0.726220724778416,-0.536773766338153
C1QA,Mg_prolif,Microglia,,-0.773546637731689,-0.773565414116554,-0.263498802084962,-0.580066411618512,-0.657990905149409,-0.682052090422911,-0.775081695588462,-0.775081695588462,-0.775081695588462,-0.775081695588462,-0.357919981337049,-0.63859672701465,-0.570121285862118,-0.659816245173359,-0.554312550955205,-0.261661902521079,-0.600556241585581,2.67801759972875,2.52759354109673,2.6125680236009,-0.442835303207544,1.09062075596451,-0.24919594587729,2.12182206344056,1.78796676641177,2.58973141730855,0.269658122982167,1.15086464237463,-0.416295718438932,-0.0753457188226449,-0.0553471304943001,-0.375742457489958,-0.50574806844348,-0.387692500343846,0.00468912044300403,-0.0478026433704737,0.0938461077005111,0.0373044028102682,-0.548203779729702,-0.69576752992301,-0.664464486549082,0.285703424110143,-0.0524270598458271,0.0440533396740972,-0.742847369214754,-0.731090104780404,2.0778331995689,0.509416179535659,-0.134602210218041,0.260461522816169,0.0721238703514227,-0.746535890851269,-0.758263234823679,-0.73456838686089,-0.702770051757044,-0.672696530949644
C3,Mg_prolif,Microglia,,-0.680776775157034,-0.673878289485984,-0.463054868093414,-0.601575906220172,-0.652607946188912,-0.638946971828185,-0.703895166065873,-0.703895166065873,-0.703895166065873,-0.664945894914231,-0.359764751948657,-0.594012327692538,-0.542782281159537,-0.612643271002903,-0.487508285261955,-0.220928683916256,-0.417960668598821,3.37484404518351,2.9099232973448,3.08553459208387,-0.444703690715259,-0.148593132031403,-0.396982286721608,0.78790273496764,0.672154594051072,2.17099092046016,-0.187220559928483,1.4895847931034,-0.447251377253991,-0.326668434050211,-0.0937556427243794,-0.456603354206476,-0.567595271038513,-0.491502954562633,0.0895643759071859,-0.0655495719799605,0.107339622145036,-0.0726350254698801,1.22464821655406,-0.494455862377176,-0.597063070712458,0.233722994594989,-0.0792040268448769,-0.135018660491719,-0.592015060994393,-0.644536742219567,2.32044676274089,0.351002622554673,-0.10649333536054,0.130155282814645,0.0635156532010389,-0.608052624777927,-0.578986256416653,-0.552027469404749,-0.576279783416061,-0.62506389434184
CD14,Mg_prolif,Microglia,CD14,-0.659470551997201,-0.680077039174143,-0.456419538716436,-0.644381402922345,-0.665070796055809,-0.672725227542232,-0.708748497555727,-0.668414501733527,-0.708748497555727,-0.708748497555727,-0.531736369286147,-0.65032813057679,-0.605314933231335,-0.657135133625472,-0.586421402611778,-0.444593609707186,-0.575132204069071,2.79579367972801,1.56205014049257,2.48530085944836,-0.449173239474523,0.630390273579111,1.91646838459594,2.13782838546153,1.97914408056166,2.68565737579449,0.0455094894569839,1.28865150540956,-0.596342871399805,-0.441065080594063,-0.233410588549199,-0.552474217091514,-0.614730260790392,-0.547849896447891,-0.389758362163065,-0.307565437607062,-0.0372010134061018,-0.159173254881686,-0.226243814392955,-0.436801448904148,-0.563601031893884,0.672432623486721,-0.133611452648557,-0.0225029529827563,-0.519488851055229,-0.588002495435509,2.0665453123211,0.512699686979986,-0.238163366391341,0.180385029631647,-0.0841259201332907,-0.653168620077521,-0.560842176053666,-0.636454762388426,-0.689013754132903,-0.654625624135523
CD4,Mg_prolif,Microglia,,-0.904635926209084,-0.81555684463649,-0.88855234406534,-0.906172825021514,-0.925091621866975,-0.925662056862824,-0.936694690610622,-0.799272720663587,-0.880639537974257,-0.822202677995076,-0.770793256228048,-0.892658257271523,-0.867725650732628,-0.857296087529205,-0.857870217975516,-0.882475997650978,-0.875608675969294,2.49824394356343,0.864649242230893,1.72169541065557,-0.819034395759273,1.58828686071246,0.200251729180819,1.98941026905429,1.30744538443748,1.84323860865955,1.19101724907835,1.25746089884742,-0.842500254467398,1.29846696001709,0.00146429968724794,-0.50829445724543,-0.783029949179541,0.321310360706927,-0.461840382044471,-0.683657574725787,1.49529102625432,0.621213975724231,0.252227121014551,0.583308548422041,0.102076917969191,1.38191651909943,0.634428258632979,0.51917422506144,1.23835568511541,-0.37306130360899,0.744097115364185,1.03510191823937,-0.700450242933051,-0.658353974419098,-0.725614251514371,-0.923457898195429,-0.421671522379879,-0.573992679812273,-0.857672070655785,-0.548592181524925
HAMP,Mg_prolif,Microglia,HAMP,-0.584557580986602,-0.568269625074111,-0.322636873959999,-0.554398153759233,-0.566225564509934,-0.542186406082649,-0.584557580986602,-0.584557580986602,-0.584557580986602,-0.584557580986602,-0.392675480548494,-0.553446846706325,-0.558136795690161,-0.568614690970942,-0.576609932770168,-0.234807096546557,-0.448196003798528,5.1020071959402,0.921467483323447,1.76484458773902,-0.461210573285354,0.917700948998551,-0.357616452546678,1.64427928100757,1.77033698534275,1.27969226048263,0.372566319390516,0.10501813916549,-0.420606778069411,-0.268186290574951,0.00895636457331154,-0.380770620719226,-0.485979377216561,-0.380427689331415,-0.129584481821644,-0.139223898323828,-0.227037911915949,-0.119546886612098,-0.423500810955455,-0.521796391052119,-0.561172320097899,0.473605047664146,0.186547759538443,-0.103589571763285,-0.584557580986602,-0.57429211168639,2.62127889816422,0.383873905668599,-0.144307682599688,0.469448902754051,-0.102282938306017,-0.584557580986602,-0.584557580986602,-0.552912353177915,-0.584557580986602,-0.520357240400535
HAVCR2,Mg_prolif,Microglia,,-0.623300873382269,-0.450922671426525,-0.550446483149565,-0.554231103481914,-0.609231272999436,-0.614157265813267,-0.719484912680434,-0.719484912680434,-0.65807125925038,-0.719484912680434,-0.571490055140448,-0.670713210022324,-0.611562116726654,-0.667715983156331,-0.665109649022145,-0.597951028485935,-0.583683232203874,3.30841978527921,1.72072777503573,2.74082668433254,-0.517913852619665,0.527002996101301,0.342130662462143,2.14371934697939,2.07083813162295,2.26072874575547,0.332163473520196,2.07991265681068,0.188700995860352,0.0655222887377784,0.0202923257696303,-0.398025650059449,-0.433917747109093,-0.489410432344823,-0.448046327204354,-0.302134694687154,-0.464981285544764,-0.535668020625545,-0.512244504969645,-0.392841713511263,-0.453992290450989,0.0609309196624271,-0.313175804097777,-0.410766498016889,-0.231087585131264,-0.403403570322576,2.02751433232544,-0.0165648470941691,-0.435420563619705,-0.25932429104885,-0.370905216966844,-0.463368915549493,-0.525994674399603,-0.33282174818008,-0.27639303212853,-0.313986912270329
IGSF6,Mg_prolif,Microglia,,-0.568089035348679,-0.484249204233601,-0.498454066972801,-0.583814956917121,-0.581472895912119,-0.573017659244919,-0.565007269184122,-0.551330430787388,-0.552523584767008,-0.609142005128891,-0.459007428689586,-0.556798566616982,-0.550105029126227,-0.550247544381858,-0.562342894165393,-0.518011770064257,-0.531760080755338,2.86318759121956,1.95145771189036,2.4842742196849,-0.0346734163049619,2.6006693688366,1.0991512153382,1.51329586584543,0.85621005047577,2.16020997251787,0.604699612729103,2.4432046252866,-0.539235791497663,-0.499226658451629,-0.24496197609123,-0.548423664986462,-0.569000885922523,-0.512045960403707,-0.272773399368723,-0.29857866671679,-0.500320059438306,-0.40995666990509,-0.488618625515176,-0.564481777197733,-0.569280561336916,-0.0531073097964197,-0.250529018594589,-0.304123541688648,-0.527529526366683,-0.57729576963616,2.01604245440758,0.213671208855337,-0.4396168074235,-0.210685264205102,-0.305038883852355,-0.560399557890608,-0.555722015615645,-0.56726608721489,-0.563115190903769,-0.54469238846574
ITGAM,Mg_prolif,Microglia,,-0.532683364982805,-0.48535700897915,-0.582705720815818,-0.61083934066253,-0.607238051284169,-0.617078588613913,-0.446863082520845,-0.507632711120005,-0.532134723198548,-0.627537785039312,-0.567059546703951,-0.603368984701733,-0.620647793285743,-0.586092508986326,-0.56934423750641,-0.562174013669252,-0.558440089915972,3.29016084935591,1.2605634833207,2.07362304591334,-0.210009830242354,-0.144125160537281,2.66334087962124,2.67878772892408,2.45103154617142,1.83101831985318,-0.233112303780762,1.19588509497987,1.23136376288755,-0.0951336843059397,-0.026143843058447,-0.544642797941009,-0.33194029505805,-0.513170514848331,-0.569057527952425,-0.105154927740815,-0.48540237879122,-0.402859606369979,-0.422348877252514,-0.319753459345438,-0.540771662509788,0.0699993987206575,-0.287156610266475,-0.480259669075201,-0.551462870615574,-0.538864092256432,1.23253944579056,-0.0462341302362306,-0.442466228590704,-0.292232220294517,-0.36823945246168,-0.605368523204377,-0.198769424558934,-0.521954103627075,-0.596147902076836,-0.488333906553652
ITGB2,Mg_prolif,Microglia,,-0.76967255278768,-0.742903017686636,-0.653561124525738,-0.74755958252397,-0.741844601712814,-0.752517962445431,-0.777590847122894,-0.777590847122894,-0.777590847122894,-0.777590847122894,-0.558092078530184,-0.729474715183576,-0.716622708595534,-0.708929811498342,-0.677308274885363,-0.634846426942919,-0.670931709657912,2.12158783735568,1.4772289608057,1.89185070826761,-0.254415372505083,1.88526303091402,1.62893084159202,1.83153061027423,1.68515024736876,2.01593165290768,0.318029582884975,2.01441497235014,1.59147193841839,0.918795258443234,1.24535726701182,1.08376295054204,0.758870873465447,0.547753042958135,0.00142751634188548,-0.0400624057762283,-0.554445391686688,-0.552445855646903,-0.614289031075289,-0.753176214895759,-0.752208477712613,-0.357384331015186,-0.514283740766643,-0.536446951137016,-0.762684432107337,-0.765403768786656,0.911935026421017,-0.214554053528953,-0.404192771696325,-0.39651858118275,-0.479585189793923,-0.770872777018425,-0.735381432451258,-0.75636744734544,-0.75174347785301,-0.748202658873632
LY86,Mg_prolif,Microglia,,-0.533408378980204,-0.346369335268592,-0.51827121142903,-0.561998631110414,-0.58600012073045,-0.594962821891576,-0.605947087465733,-0.540640631381833,-0.605947087465733,-0.605947087465733,-0.498911904627738,-0.547476548148582,-0.576215604163775,-0.567751608057252,-0.529398093595542,-0.497806062927223,-0.589624856231898,2.68657569054126,2.28982714365235,2.65416133658947,-0.466608822756458,0.836454286752467,1.26305062507134,1.59940499060465,1.2304405996757,2.53627545722258,0.317531433194253,2.64317383044274,-0.506245063841042,-0.47908424147923,0.0463160326917895,-0.524594476693124,-0.524120219739721,-0.536130320695642,-0.327607561300854,1.48965160724077,-0.27277536741554,-0.410561777744432,-0.562557357165945,-0.597433090936212,-0.592929514883914,-0.159178306053937,-0.312234002270159,-0.336159862189757,-0.605947087465733,-0.594321419225101,1.4958462364646,-0.00891938769499722,-0.381267839433586,-0.257920133288095,-0.326630578345033,-0.605947087465733,-0.605947087465733,-0.587007666068367,-0.605947087465733,-0.593956840118594
